APW19980227.0468	e2	e8	a
APW19980227.0468	e2	e9	a
APW19980227.0468	e2	e79	ii
APW19980227.0468	e3	e8	a
APW19980227.0468	e3	e9	a
APW19980227.0468	e3	e79	ii
APW19980227.0468	e6	e8	b
APW19980227.0468	e6	e9	b
APW19980227.0468	e6	e10	b
APW19980227.0468	e6	e79	b
APW19980227.0468	e7	e9	b
APW19980227.0468	e7	e10	b
APW19980227.0468	e7	e79	b
APW19980213.1320	e1	e8	ii
APW19980213.1320	e1	e9	b
APW19980213.1320	e1	e12	ii
APW19980213.1320	e1	e16	a
APW19980213.1320	e1	e18	ii
APW19980213.1320	e1	e22	b
APW19980213.1320	e1	e25	b
APW19980213.1320	e2	e7	a
APW19980213.1320	e2	e8	i
APW19980213.1320	e2	e9	i
APW19980213.1320	e2	e12	i
APW19980213.1320	e2	e65	i
APW19980213.1320	e2	e14	i
APW19980213.1320	e2	e16	i
APW19980213.1320	e2	e18	i
APW19980213.1320	e2	e21	i
APW19980213.1320	e2	e22	i
APW19980213.1320	e2	e25	i
APW19980213.1320	e26	e7	i
APW19980213.1320	e26	e8	i
APW19980213.1320	e26	e9	i
APW19980213.1320	e26	e12	i
APW19980213.1320	e26	e65	i
APW19980213.1320	e26	e14	i
APW19980213.1320	e26	e16	i
APW19980213.1320	e26	e18	i
APW19980213.1320	e26	e21	i
APW19980213.1320	e26	e22	i
APW19980213.1320	e26	e25	i
APW19980213.1320	e5	e8	b
APW19980213.1320	e5	e16	b
APW19980213.1320	e5	e21	b
APW19980213.1320	e5	e22	b
APW19980213.1320	e30	e8	i
APW19980213.1320	e30	e9	i
APW19980213.1320	e30	e12	i
APW19980213.1320	e30	e65	i
APW19980213.1320	e30	e14	i
APW19980213.1320	e30	e16	i
APW19980213.1320	e30	e18	i
APW19980213.1320	e30	e21	i
APW19980213.1320	e30	e22	i
APW19980213.1320	e30	e25	i
APW19980213.1320	e7	e16	b
APW19980213.1320	e7	e21	b
APW19980213.1320	e7	e22	b
APW19980213.1320	e8	e14	i
APW19980213.1320	e8	e16	i
APW19980213.1320	e8	e18	i
APW19980213.1320	e8	e21	i
APW19980213.1320	e8	e22	i
APW19980213.1320	e8	e25	i
APW19980213.1320	e9	e14	a
APW19980213.1320	e9	e16	a
APW19980213.1320	e9	e18	ii
APW19980213.1320	e9	e22	ii
APW19980213.1320	e9	e25	a
APW19980213.1320	e12	e16	a
APW19980213.1320	e12	e18	i
APW19980213.1320	e12	e22	i
APW19980213.1320	e12	e25	i
APW19980213.1320	e65	e16	a
APW19980213.1320	e65	e18	i
APW19980213.1320	e65	e22	i
APW19980213.1320	e65	e25	i
APW19980213.1320	e14	e22	i
APW19980213.1320	e14	e25	i
APW19980213.1320	e16	e25	b
APW19980213.1320	e18	e25	i
CNN19980222.1130.0084	e4	e46	b
CNN19980222.1130.0084	e4	e13	a
CNN19980222.1130.0084	e4	e140	a
CNN19980222.1130.0084	e4	e14	ii
CNN19980222.1130.0084	e96	e129	i
CNN19980222.1130.0084	e96	e46	b
CNN19980222.1130.0084	e96	e13	i
CNN19980222.1130.0084	e96	e140	i
CNN19980222.1130.0084	e96	e14	b
ABC19980108.1830.0711	e1	e21	b
ABC19980108.1830.0711	e3	e9	b
ABC19980108.1830.0711	e3	e147	b
ABC19980108.1830.0711	e3	e11	a
ABC19980108.1830.0711	e3	e376	a
ABC19980108.1830.0711	e3	e12	a
ABC19980108.1830.0711	e3	e16	a
ABC19980108.1830.0711	e3	e17	a
ABC19980108.1830.0711	e3	e18	a
ABC19980108.1830.0711	e3	e19	a
ABC19980108.1830.0711	e3	e20	a
ABC19980108.1830.0711	e3	e21	b
ABC19980108.1830.0711	e3	e28	b
ABC19980108.1830.0711	e3	e32	b
ABC19980108.1830.0711	e3	e33	ii
ABC19980108.1830.0711	e3	e34	b
ABC19980108.1830.0711	e3	e88	b
ABC19980108.1830.0711	e3	e39	a
ABC19980108.1830.0711	e3	e40	a
ABC19980108.1830.0711	e3	e41	b
ABC19980108.1830.0711	e3	e42	ii
ABC19980108.1830.0711	e3	e43	ii
ABC19980108.1830.0711	e3	e44	ii
ABC19980108.1830.0711	e3	e46	ii
ABC19980108.1830.0711	e3	e48	ii
ABC19980108.1830.0711	e3	e50	ii
ABC19980108.1830.0711	e3	e52	a
ABC19980108.1830.0711	e3	e53	ii
ABC19980108.1830.0711	e3	e374	ii
ABC19980108.1830.0711	e3	e67	ii
ABC19980108.1830.0711	e3	e368	ii
ABC19980108.1830.0711	e4	e9	i
ABC19980108.1830.0711	e4	e147	i
ABC19980108.1830.0711	e4	e11	a
ABC19980108.1830.0711	e4	e376	a
ABC19980108.1830.0711	e4	e12	a
ABC19980108.1830.0711	e4	e16	a
ABC19980108.1830.0711	e4	e17	a
ABC19980108.1830.0711	e4	e18	a
ABC19980108.1830.0711	e4	e19	a
ABC19980108.1830.0711	e4	e20	a
ABC19980108.1830.0711	e4	e21	i
ABC19980108.1830.0711	e4	e26	i
ABC19980108.1830.0711	e4	e28	i
ABC19980108.1830.0711	e4	e30	i
ABC19980108.1830.0711	e4	e32	i
ABC19980108.1830.0711	e4	e33	ii
ABC19980108.1830.0711	e4	e34	i
ABC19980108.1830.0711	e4	e88	i
ABC19980108.1830.0711	e4	e39	a
ABC19980108.1830.0711	e4	e40	a
ABC19980108.1830.0711	e4	e41	i
ABC19980108.1830.0711	e4	e42	i
ABC19980108.1830.0711	e4	e43	i
ABC19980108.1830.0711	e4	e44	ii
ABC19980108.1830.0711	e4	e46	ii
ABC19980108.1830.0711	e4	e48	ii
ABC19980108.1830.0711	e4	e50	ii
ABC19980108.1830.0711	e4	e52	a
ABC19980108.1830.0711	e4	e53	ii
ABC19980108.1830.0711	e4	e54	i
ABC19980108.1830.0711	e4	e374	ii
ABC19980108.1830.0711	e4	e59	i
ABC19980108.1830.0711	e4	e64	i
ABC19980108.1830.0711	e4	e65	i
ABC19980108.1830.0711	e4	e66	i
ABC19980108.1830.0711	e4	e67	ii
ABC19980108.1830.0711	e4	e368	ii
ABC19980108.1830.0711	e7	e11	a
ABC19980108.1830.0711	e7	e376	a
ABC19980108.1830.0711	e7	e12	a
ABC19980108.1830.0711	e7	e16	a
ABC19980108.1830.0711	e7	e17	a
ABC19980108.1830.0711	e7	e18	a
ABC19980108.1830.0711	e7	e19	a
ABC19980108.1830.0711	e7	e20	a
ABC19980108.1830.0711	e7	e21	b
ABC19980108.1830.0711	e7	e28	a
ABC19980108.1830.0711	e7	e32	a
ABC19980108.1830.0711	e7	e33	ii
ABC19980108.1830.0711	e7	e34	b
ABC19980108.1830.0711	e7	e39	a
ABC19980108.1830.0711	e7	e40	a
ABC19980108.1830.0711	e7	e41	ii
ABC19980108.1830.0711	e7	e42	ii
ABC19980108.1830.0711	e7	e43	ii
ABC19980108.1830.0711	e7	e44	ii
ABC19980108.1830.0711	e7	e46	ii
ABC19980108.1830.0711	e7	e48	ii
ABC19980108.1830.0711	e7	e50	ii
ABC19980108.1830.0711	e7	e52	a
ABC19980108.1830.0711	e7	e53	ii
ABC19980108.1830.0711	e7	e374	ii
ABC19980108.1830.0711	e7	e67	ii
ABC19980108.1830.0711	e7	e368	ii
ABC19980108.1830.0711	e9	e11	a
ABC19980108.1830.0711	e9	e376	a
ABC19980108.1830.0711	e9	e12	a
ABC19980108.1830.0711	e9	e16	a
ABC19980108.1830.0711	e9	e17	a
ABC19980108.1830.0711	e9	e18	a
ABC19980108.1830.0711	e9	e19	a
ABC19980108.1830.0711	e9	e20	a
ABC19980108.1830.0711	e9	e21	b
ABC19980108.1830.0711	e9	e28	a
ABC19980108.1830.0711	e9	e32	a
ABC19980108.1830.0711	e9	e33	ii
ABC19980108.1830.0711	e9	e34	b
ABC19980108.1830.0711	e9	e39	a
ABC19980108.1830.0711	e9	e40	a
ABC19980108.1830.0711	e9	e41	ii
ABC19980108.1830.0711	e9	e42	ii
ABC19980108.1830.0711	e9	e43	ii
ABC19980108.1830.0711	e9	e44	ii
ABC19980108.1830.0711	e9	e46	ii
ABC19980108.1830.0711	e9	e48	ii
ABC19980108.1830.0711	e9	e50	ii
ABC19980108.1830.0711	e9	e52	a
ABC19980108.1830.0711	e9	e53	ii
ABC19980108.1830.0711	e9	e374	ii
ABC19980108.1830.0711	e9	e67	ii
ABC19980108.1830.0711	e9	e368	ii
ABC19980108.1830.0711	e10	e21	b
ABC19980108.1830.0711	e147	e12	a
ABC19980108.1830.0711	e147	e16	a
ABC19980108.1830.0711	e147	e17	a
ABC19980108.1830.0711	e147	e18	a
ABC19980108.1830.0711	e147	e19	a
ABC19980108.1830.0711	e147	e20	a
ABC19980108.1830.0711	e147	e21	b
ABC19980108.1830.0711	e147	e28	a
ABC19980108.1830.0711	e147	e32	a
ABC19980108.1830.0711	e147	e33	ii
ABC19980108.1830.0711	e147	e34	b
ABC19980108.1830.0711	e147	e39	a
ABC19980108.1830.0711	e147	e40	a
ABC19980108.1830.0711	e147	e41	ii
ABC19980108.1830.0711	e147	e42	ii
ABC19980108.1830.0711	e147	e43	ii
ABC19980108.1830.0711	e147	e44	ii
ABC19980108.1830.0711	e147	e46	ii
ABC19980108.1830.0711	e147	e48	ii
ABC19980108.1830.0711	e147	e50	ii
ABC19980108.1830.0711	e147	e52	a
ABC19980108.1830.0711	e147	e53	ii
ABC19980108.1830.0711	e147	e374	ii
ABC19980108.1830.0711	e147	e67	ii
ABC19980108.1830.0711	e147	e368	ii
ABC19980108.1830.0711	e11	e12	b
ABC19980108.1830.0711	e11	e16	i
ABC19980108.1830.0711	e11	e17	i
ABC19980108.1830.0711	e11	e18	i
ABC19980108.1830.0711	e11	e19	i
ABC19980108.1830.0711	e11	e20	i
ABC19980108.1830.0711	e11	e21	b
