CNN19980126.1600.1104	e1	e7	a
CNN19980126.1600.1104	e1	e42	a
CNN19980126.1600.1104	e1	e9	a
CNN19980126.1600.1104	e1	e14	i
CNN19980126.1600.1104	e1	e22	a
CNN19980126.1600.1104	e1	e48	i
CNN19980126.1600.1104	e1	e25	i
CNN19980126.1600.1104	e1	e29	i
CNN19980126.1600.1104	e1	e204	i
CNN19980126.1600.1104	e1	e30	i
CNN19980126.1600.1104	e3	e7	a
CNN19980126.1600.1104	e3	e42	a
CNN19980126.1600.1104	e3	e9	a
CNN19980126.1600.1104	e3	e14	i
CNN19980126.1600.1104	e3	e22	a
CNN19980126.1600.1104	e3	e48	i
CNN19980126.1600.1104	e3	e25	i
CNN19980126.1600.1104	e3	e29	i
CNN19980126.1600.1104	e3	e204	i
CNN19980126.1600.1104	e3	e30	i
CNN19980126.1600.1104	e39	e9	a
CNN19980126.1600.1104	e39	e14	i
CNN19980126.1600.1104	e39	e22	a
CNN19980126.1600.1104	e39	e48	i
CNN19980126.1600.1104	e39	e25	i
CNN19980126.1600.1104	e39	e29	i
CNN19980126.1600.1104	e39	e204	i
CNN19980126.1600.1104	e39	e30	i
CNN19980126.1600.1104	e4	e14	i
CNN19980126.1600.1104	e4	e48	i
CNN19980126.1600.1104	e4	e25	i
CNN19980126.1600.1104	e4	e29	i
CNN19980126.1600.1104	e4	e204	i
CNN19980126.1600.1104	e4	e30	i
CNN19980126.1600.1104	e7	e14	b
CNN19980126.1600.1104	e7	e48	b
CNN19980126.1600.1104	e7	e25	b
CNN19980126.1600.1104	e7	e27	b
CNN19980126.1600.1104	e7	e29	b
CNN19980126.1600.1104	e7	e204	b
CNN19980126.1600.1104	e7	e30	b
CNN19980126.1600.1104	e7	e52	b
CNN19980126.1600.1104	e42	e14	b
CNN19980126.1600.1104	e42	e48	b
CNN19980126.1600.1104	e42	e25	b
CNN19980126.1600.1104	e42	e27	b
CNN19980126.1600.1104	e42	e29	b
CNN19980126.1600.1104	e42	e204	b
CNN19980126.1600.1104	e42	e30	b
CNN19980126.1600.1104	e42	e52	b
CNN19980126.1600.1104	e9	e14	b
CNN19980126.1600.1104	e9	e48	b
CNN19980126.1600.1104	e9	e25	b
CNN19980126.1600.1104	e9	e27	b
CNN19980126.1600.1104	e9	e29	b
CNN19980126.1600.1104	e9	e204	b
CNN19980126.1600.1104	e9	e30	b
CNN19980126.1600.1104	e9	e52	b
CNN19980126.1600.1104	e206	e48	i
CNN19980126.1600.1104	e206	e25	i
CNN19980126.1600.1104	e206	e29	i
CNN19980126.1600.1104	e206	e204	i
CNN19980126.1600.1104	e206	e30	i
CNN19980126.1600.1104	e14	e22	a
CNN19980126.1600.1104	e14	e48	s
CNN19980126.1600.1104	e14	e24	ii
CNN19980126.1600.1104	e14	e25	s
CNN19980126.1600.1104	e14	e27	ii
CNN19980126.1600.1104	e14	e29	s
CNN19980126.1600.1104	e14	e204	s
CNN19980126.1600.1104	e14	e30	s
CNN19980126.1600.1104	e14	e52	ii
CNN19980126.1600.1104	e46	e48	i
CNN19980126.1600.1104	e46	e25	i
CNN19980126.1600.1104	e46	e29	i
CNN19980126.1600.1104	e46	e204	i
CNN19980126.1600.1104	e46	e30	i
CNN19980126.1600.1104	e22	e29	b
CNN19980126.1600.1104	e22	e204	b
CNN19980126.1600.1104	e22	e30	b
CNN19980126.1600.1104	e22	e52	b
CNN19980126.1600.1104	e48	e29	s
CNN19980126.1600.1104	e48	e204	s
CNN19980126.1600.1104	e48	e30	s
CNN19980126.1600.1104	e48	e52	ii
CNN19980126.1600.1104	e24	e29	i
CNN19980126.1600.1104	e24	e204	i
CNN19980126.1600.1104	e24	e30	i
CNN19980126.1600.1104	e25	e29	s
CNN19980126.1600.1104	e25	e204	s
CNN19980126.1600.1104	e25	e30	s
CNN19980126.1600.1104	e25	e52	ii
CNN19980126.1600.1104	e27	e29	i
CNN19980126.1600.1104	e27	e204	i
CNN19980126.1600.1104	e27	e30	i
CNN19980126.1600.1104	e14	e46	ii
CNN19980126.1600.1104	e52	e204	i
CNN19980126.1600.1104	e24	e48	i
CNN19980126.1600.1104	e48	e25	s
CNN19980126.1600.1104	e204	e30	s
CNN19980126.1600.1104	e204	e29	s
CNN19980126.1600.1104	e52	e29	i
CNN19980126.1600.1104	e25	e27	ii
CNN19980126.1600.1104	e48	e27	ii
CNN19980126.1600.1104	e25	e24	ii
CNN19980126.1600.1104	e22	e48	b
CNN19980126.1600.1104	e25	e22	a
