CNN19980126.1600.1104	e14	e27	ii	FE, SS, TI
CNN19980126.1600.1104	e7	e27	b	FE, SS, TI
CNN19980126.1600.1104	e3	e30	i	CP, SS
CNN19980126.1600.1104	e14	e204	s	EC, CR
CNN19980126.1600.1104	e1	e9	a	CP, SS
CNN19980126.1600.1104	e14	e29	s	EC, SS
CNN19980126.1600.1104	e204	e29	s	SS
CNN19980126.1600.1104	e206	e25	i	HN, SS, TI
CNN19980126.1600.1104	e42	e27	b	FE, SS, TI
CNN19980126.1600.1104	e48	e52	ii	SS, CP
CNN19980126.1600.1104	e46	e30	i	SS, CP
CNN19980126.1600.1104	e9	e29	b	SS, TI
CNN19980126.1600.1104	e42	e25	b	SS, TI
CNN19980126.1600.1104	e3	e22	a	SS, TI
CNN19980126.1600.1104	e3	e42	a	SS, CP, TI
CNN19980126.1600.1104	e3	e29	i	SS, CP
CNN19980126.1600.1104	e3	e204	i	SS, CP
CNN19980126.1600.1104	e48	e30	s	SS
CNN19980126.1600.1104	e14	e25	s	EC, SS
CNN19980126.1600.1104	e52	e30	i	SS, CP
CNN19980126.1600.1104	e7	e30	b	SS, TI
CNN19980126.1600.1104	e206	e48	i	HN, WK, SS, TI
CNN19980126.1600.1104	e9	e27	b	FE, SS, TI
CNN19980126.1600.1104	e30	e29	s	SS
CNN19980126.1600.1104	e42	e14	b	CP, CR
CNN19980126.1600.1104	e3	e48	i	CP, SS
CNN19980126.1600.1104	e48	e204	s	SS
CNN19980126.1600.1104	e1	e42	a	CP, SS, TI
CNN19980126.1600.1104	e1	e25	i	CP, SS
CNN19980126.1600.1104	e14	e46	ii	SS
CNN19980126.1600.1104	e39	e29	i	SS, CP
CNN19980126.1600.1104	e22	e30	b	SS, TI
CNN19980126.1600.1104	e25	e24	ii	CR
CNN19980126.1600.1104	e39	e48	i	SS, CP
CNN19980126.1600.1104	e1	e14	i	SS, CP
CNN19980126.1600.1104	e9	e52	b	SS, CP
CNN19980126.1600.1104	e14	e22	a	TI, SS
CNN19980126.1600.1104	e1	e22	a	SS, TI
CNN19980126.1600.1104	e42	e29	b	SS, TI
CNN19980126.1600.1104	e27	e29	i	FE, TI, SS
